Count,Date,Open,High,Low,Close,Adj Close,Volume
50,4/15/19,268.630005,268.880005,258.630005,266.380005,266.380005,10038600
51,4/16/19,265.75,275,264.720001,273.359985,273.359985,7272900
52,4/17/19,274.75,274.790009,268.540009,271.230011,271.230011,5126500
53,4/18/19,271.230011,274.839996,269.75,273.26001,273.26001,5876300
54,4/22/19,269,269.679993,262.480011,262.75,262.75,12147100
55,4/23/19,260.149994,265.600006,255.75,263.899994,263.899994,10943900
56,4/24/19,263.850006,265.320007,258,258.660004,258.660004,10727500
57,4/25/19,255,259,246.070007,247.630005,247.630005,21849400
58,4/26/19,246.5,246.679993,231.130005,235.139999,235.139999,22360700
59,4/29/19,235.860001,243.979996,232.169998,241.470001,241.470001,16714500
60,4/30/19,242.059998,244.210007,237,238.690002,238.690002,9464600
61,5/1/19,238.850006,240,231.5,234.009995,234.009995,10704400
62,5/2/19,245.520004,247.130005,237.720001,244.100006,244.100006,18159300
63,5/3/19,243.860001,256.609985,243.490005,255.029999,255.029999,23706800
64,5/6/19,250.020004,258.350006,248.5,255.339996,255.339996,10833900
65,5/7/19,256.799988,257.209991,245.100006,247.059998,247.059998,10131400
66,5/8/19,246.940002,250.600006,244.199997,244.839996,244.839996,6176400
67,5/9/19,242,243.679993,236.940002,241.979996,241.979996,6711400
68,5/10/19,239.75,241.990005,236.020004,239.520004,239.520004,7008300
69,5/13/19,232.009995,232.470001,224.5,227.009995,227.009995,10834800
70,5/14/19,229.300003,234.5,228,232.309998,232.309998,7252400
71,5/15/19,229.320007,232.440002,225.25,231.949997,231.949997,7296000
72,5/16/19,229.490005,231,226.5,228.330002,228.330002,7483300
73,5/17/19,221.960007,222.240005,208.919998,211.029999,211.029999,17786700
74,5/20/19,202.800003,206,195.25,205.360001,205.360001,20526200
75,5/21/19,197.759995,207.399994,196.039993,205.080002,205.080002,18003900
76,5/22/19,199.100006,203.940002,191.779999,192.729996,192.729996,18685200
77,5/23/19,194.339996,199.470001,186.220001,195.490005,195.490005,26547100
78,5/24/19,199.830002,199.979996,188.75,190.630005,190.630005,14136600
79,5/28/19,191.199997,195,187.850006,188.699997,188.699997,10312900
80,5/29/19,187.100006,192.389999,185.039993,189.860001,189.860001,11968600
81,5/30/19,188.75,192.259995,187.020004,188.220001,188.220001,7926500
82,5/31/19,185.100006,189.919998,184.100006,185.160004,185.160004,10406700
83,6/3/19,185.509995,186.679993,176.990005,178.970001,178.970001,13064400
84,6/4/19,181.100006,193.979996,179.610001,193.600006,193.600006,13807500
85,6/5/19,198.679993,201.279999,191.850006,196.589996,196.589996,13510800
86,6/6/19,204.440002,211,201.800003,205.949997,205.949997,20242200
87,6/7/19,205,210.839996,203.5,204.5,204.5,16003500
88,6/10/19,210.25,216.940002,209.009995,212.880005,212.880005,10585000
89,6/11/19,219.139999,220.899994,213.5,217.100006,217.100006,11653500
90,6/12/19,222.949997,223.380005,209,209.259995,209.259995,15186200
91,6/13/19,210.380005,214.899994,207.509995,213.910004,213.910004,8168300
92,6/14/19,211.25,216.649994,210.399994,214.919998,214.919998,7433400
93,6/17/19,215.479996,227,214.270004,225.029999,225.029999,12316800
94,6/18/19,228.720001,234.740005,222.559998,224.740005,224.740005,12715800
95,6/19/19,225.110001,227.770004,221.059998,226.429993,226.429993,6575100
96,6/20/19,223,226.899994,216.350006,219.619995,219.619995,11863500
97,6/21/19,216.220001,222.179993,215.5,221.860001,221.860001,8202100
98,6/24/19,223.240005,225.860001,221.020004,223.639999,223.639999,5750800
99,6/25/19,224.389999,225.339996,219.490005,219.759995,219.759995,6182100
100,6/26/19,220.309998,227.229996,218.100006,219.270004,219.270004,8507200
101,6/27/19,219.449997,222.899994,217.350006,222.839996,222.839996,6339700
102,6/28/19,220.990005,225.169998,220.800003,223.460007,223.460007,6851400
103,7/1/19,230.210007,233.100006,226.279999,227.169998,227.169998,8238000
104,7/2/19,228.889999,229.149994,222.220001,224.550003,224.550003,9259000
105,7/3/19,239.389999,241.570007,234.509995,234.899994,234.899994,14201100
106,7/5/19,234.570007,235.449997,230.800003,233.100006,233.100006,7065700
107,7/8/19,231.240005,232.25,228.660004,230.339996,230.339996,5880500
108,7/9/19,228.970001,231,227.279999,230.059998,230.059998,6190800
109,7/10/19,234.149994,238.940002,233.139999,238.919998,238.919998,9145700
110,7/11/19,238.139999,241.5,235.800003,238.600006,238.600006,7514400
111,7/12/19,239.75,245.380005,239.710007,245.080002,245.080002,9200500
112,7/15/19,248,254.419998,244.860001,253.5,253.5,11000100
113,7/16/19,249.300003,253.529999,247.929993,252.380005,252.380005,8149000
114,7/17/19,255.669998,258.309998,253.350006,254.860001,254.860001,9764700
115,7/18/19,255.050003,255.75,251.889999,253.539993,253.539993,4764500
116,7/19/19,255.690002,259.959991,254.619995,258.179993,258.179993,7048400
117,7/22/19,258.75,262.149994,254.190002,255.679993,255.679993,6842400
118,7/23/19,256.709991,260.480011,254.5,260.170013,260.170013,5023100
119,7/24/19,259.170013,266.070007,258.160004,264.880005,264.880005,11072800
120,7/25/19,233.5,234.5,225.550003,228.820007,228.820007,22418300
121,7/26/19,226.919998,230.259995,222.25,228.039993,228.039993,10027700
122,7/29/19,227.089996,235.940002,226.029999,235.770004,235.770004,9273300
123,7/30/19,232.899994,243.360001,232.179993,242.259995,242.259995,8109000
124,7/31/19,243,246.679993,236.649994,241.610001,241.610001,9178200
125,8/1/19,242.649994,244.509995,231.770004,233.850006,233.850006,8259500
126,8/2/19,231.350006,236.270004,229.229996,234.339996,234.339996,6100400
127,8/5/19,229.600006,231.369995,225.779999,228.320007,228.320007,7028300
128,8/6/19,231.880005,232.5,225.75,230.75,230.75,5564200
129,8/7/19,226.5,233.570007,225.800003,233.419998,233.419998,4776500
130,8/8/19,234.449997,239.800003,232.649994,238.300003,238.300003,5274300
131,8/9/19,236.050003,238.960007,233.809998,235.009995,235.009995,3898200
132,8/12/19,232.990005,235.770004,228.75,229.009995,229.009995,4663900
133,8/13/19,228.809998,236,227.550003,235,235,4848100
134,8/14/19,231.210007,231.5,216.690002,219.619995,219.619995,9562600
135,8/15/19,220.860001,221.559998,211.550003,215.639999,215.639999,8159600
136,8/16/19,216.660004,222.240005,216.020004,219.940002,219.940002,5098500
137,8/19/19,224.210007,227.830002,221.699997,226.830002,226.830002,5309600
138,8/20/19,227.619995,229.089996,224.539993,225.860001,225.860001,4125200
139,8/21/19,222.009995,223.220001,217.600006,220.830002,220.830002,7794300
140,8/22/19,222.800003,225.399994,218.220001,222.149994,222.149994,6559000
141,8/23/19,219.970001,221.169998,211,211.399994,211.399994,8538600
142,8/26/19,213.600006,215.020004,211.539993,215,215,5051900
143,8/27/19,215.740005,218.800003,212.029999,214.080002,214.080002,5416200
144,8/28/19,213.690002,217.25,212.309998,215.589996,215.589996,3225500
145,8/29/19,219,223.399994,218,221.710007,221.710007,5179500
146,8/30/19,229.149994,232.440002,224.210007,225.610001,225.610001,9320600
147,9/3/19,224.080002,228.949997,223.160004,225.009995,225.009995,5354100
148,9/4/19,226.889999,228.460007,219.210007,220.679993,220.679993,5761000
149,9/5/19,222.5,229.800003,220.850006,229.580002,229.580002,7395300
150,9/6/19,227.199997,229.639999,225.169998,227.449997,227.449997,4189400
151,9/9/19,230,233.759995,229.229996,231.789993,231.789993,4802700
152,9/10/19,230.800003,235.539993,228.940002,235.539993,235.539993,4883700
153,9/11/19,237.380005,248.169998,236,247.100006,247.100006,10042800
154,9/12/19,247.699997,253.5,244.399994,245.869995,245.869995,8581200
155,9/13/19,246.960007,248.449997,244.869995,245.199997,245.199997,5313100
156,9/16/19,246,247.429993,241.169998,242.809998,242.809998,4728100
157,9/17/19,242.470001,245.600006,240.369995,244.789993,244.789993,3865400
158,9/18/19,245,248.169998,242.369995,243.490005,243.490005,4170200
159,9/19/19,246,247.940002,244.839996,246.600006,246.600006,4795800
160,9/20/19,246.490005,246.949997,238.160004,240.619995,240.619995,6353000
161,9/23/19,240,245.179993,239.220001,241.229996,241.229996,4340200
162,9/24/19,241.520004,241.990005,222.610001,223.210007,223.210007,12891500
163,9/25/19,224.559998,228.979996,218.360001,228.699997,228.699997,9427100
164,9/26/19,230.660004,243.309998,227.399994,242.559998,242.559998,11884500
165,9/27/19,242.199997,248.710007,238.729996,242.130005,242.130005,11116400
166,9/30/19,243,243.979996,236.110001,240.869995,240.869995,5879800
167,10/1/19,241.5,245.949997,239.130005,244.690002,244.690002,6162600
168,10/2/19,243.289993,244.649994,239.429993,243.130005,243.130005,5631400
169,10/3/19,231.860001,234.479996,224.279999,233.029999,233.029999,15084500
170,10/4/19,231.610001,234.779999,228.070007,231.429993,231.429993,7995000
171,10/7/19,229.800003,238.559998,228.550003,237.720001,237.720001,8064200
172,10/8/19,235.869995,243.940002,234.5,240.050003,240.050003,8678200
173,10/9/19,241.320007,247.300003,240.649994,244.529999,244.529999,6894400
174,10/10/19,245.279999,249.279999,241.580002,244.740005,244.740005,6283300
175,10/11/19,247.149994,251.080002,246.809998,247.889999,247.889999,8475400
176,10/14/19,247.899994,258.549988,247.130005,256.959991,256.959991,10205000
177,10/15/19,257.700012,260,254.119995,257.890015,257.890015,6432800
178,10/16/19,257.390015,262.100006,256.920013,259.75,259.75,6684100
179,10/17/19,262.5,264.779999,260.170013,261.970001,261.970001,4769300
180,10/18/19,260.700012,262.799988,255.100006,256.950012,256.950012,5749800
181,10/21/19,258.329987,259.5,250.179993,253.5,253.5,5020300
182,10/22/19,254.320007,258.329987,250.850006,255.580002,255.580002,4600800
183,10/23/19,254.5,256.140015,251.350006,254.679993,254.679993,5261100
184,10/24/19,298.369995,304.929993,289.200012,299.679993,299.679993,29720900
185,10/25/19,297.720001,330,296.109985,328.130005,328.130005,30006100
186,10/28/19,327.540009,340.839996,322.600006,327.709991,327.709991,18870300
187,10/29/19,319.98999,324.299988,314.75,316.220001,316.220001,12684300
188,10/30/19,313,318.790009,309.970001,315.01001,315.01001,9641800
189,10/31/19,313.100006,319,313,314.920013,314.920013,5067000
190,11/1/19,316.320007,316.480011,309.799988,313.309998,313.309998,6383900
191,11/4/19,314.799988,321.940002,309.26001,317.470001,317.470001,8787000
192,11/5/19,319.619995,323.51001,316.119995,317.220001,317.220001,6943400
193,11/6/19,318,326.720001,314.5,326.579987,326.579987,7940900
194,11/7/19,329.140015,341.5,328.019989,335.540009,335.540009,14467300
195,11/8/19,334.5,337.459991,332.5,337.140015,337.140015,6069200
196,11/11/19,343.950012,349.190002,342,345.089996,345.089996,9986700
197,11/12/19,346.899994,350.369995,344.040009,349.929993,349.929993,7359400
198,11/13/19,355,356.329987,345.179993,346.109985,346.109985,8420100
199,11/14/19,346.109985,353.839996,342.910004,349.350006,349.350006,6464900
200,11/15/19,350.640015,352.799988,348.359985,352.170013,352.170013,4809000
201,11/18/19,352.920013,353.149994,346.100006,349.98999,349.98999,4400400
202,11/19/19,351.75,359.98999,347.799988,359.519989,359.519989,7724800
203,11/20/19,360,361.200012,349.570007,352.220001,352.220001,6725100
204,11/21/19,354.51001,360.839996,354,354.829987,354.829987,6110000
205,11/22/19,340.160004,341,330,333.040009,333.040009,16870600
206,11/25/19,344.320007,344.570007,334.459991,336.339996,336.339996,12339500
207,11/26/19,335.269989,335.5,327.100006,328.920013,328.920013,7947400
208,11/27/19,331.119995,333.929993,328.570007,331.290009,331.290009,5555600
209,11/29/19,331.109985,331.26001,327.5,329.940002,329.940002,2465600
210,12/2/19,329.399994,336.380005,328.690002,334.869995,334.869995,6074500
211,12/3/19,332.619995,337.910004,332.190002,336.200012,336.200012,6573700
212,12/4/19,337.75,337.859985,332.850006,333.029999,333.029999,5533000
213,12/5/19,332.829987,334.420013,327.25,330.369995,330.369995,3724600
214,12/6/19,335,338.859985,334.769989,335.890015,335.890015,7612400
215,12/9/19,336.589996,344.450012,335.079987,339.529999,339.529999,9023100
216,12/10/19,339.959991,350.730011,339.309998,348.839996,348.839996,8828300
217,12/11/19,351.880005,357.190002,351.089996,352.700012,352.700012,6897800
218,12/12/19,354.920013,362.73999,353.230011,359.679993,359.679993,7763900
219,12/13/19,361.049988,365.209991,354.640015,358.390015,358.390015,6570900
220,12/16/19,362.549988,383.609985,362.5,381.5,381.5,18174200
221,12/17/19,378.98999,385.5,375.899994,378.98999,378.98999,8496800
222,12/18/19,380.630005,395.220001,380.579987,393.149994,393.149994,14121000
223,12/19/19,397.320007,406.850006,396.5,404.040009,404.040009,18107100
224,12/20/19,410.290009,413,400.190002,405.589996,405.589996,14752700
225,12/23/19,411.779999,422.01001,410,419.220001,419.220001,13319600
226,12/24/19,418.359985,425.470001,412.690002,425.25,425.25,8054700
227,12/26/19,427.910004,433.480011,426.350006,430.940002,430.940002,10633900
228,12/27/19,435,435.309998,426.109985,430.380005,430.380005,9945700
229,12/30/19,428.790009,429,409.26001,414.700012,414.700012,12586400
230,12/31/19,405,421.290009,402.079987,418.329987,418.329987,10285700
231,1/2/20,424.5,430.700012,421.709991,430.26001,430.26001,9532100
232,1/3/20,440.5,454,436.920013,443.01001,443.01001,17778500
233,1/6/20,440.470001,451.559998,440,451.540009,451.540009,10133000
234,1/7/20,461.399994,471.630005,453.359985,469.059998,469.059998,17882100
235,1/8/20,473.700012,498.48999,468.230011,492.140015,492.140015,31144300
236,1/9/20,497.100006,498.799988,472.869995,481.339996,481.339996,28440400
237,1/10/20,481.790009,484.940002,473.700012,478.149994,478.149994,12959500
238,1/13/20,493.5,525.630005,492,524.859985,524.859985,26517600
239,1/14/20,544.26001,547.409973,524.900024,537.919983,537.919983,28996200
240,1/15/20,529.76001,537.840027,516.789978,518.5,518.5,17368800
241,1/16/20,493.75,514.460022,492.170013,513.48999,513.48999,21736700
242,1/17/20,507.609985,515.669983,503.160004,510.5,510.5,13629100
243,1/21/20,530.25,548.580017,528.409973,547.200012,547.200012,17803500
244,1/22/20,571.890015,594.5,559.099976,569.559998,569.559998,31369000
245,1/23/20,564.25,582,555.599976,572.200012,572.200012,19651000
246,1/24/20,570.630005,573.859985,554.26001,564.820007,564.820007,14353600
247,1/27/20,541.98999,564.440002,539.280029,558.02002,558.02002,13608100
248,1/28/20,568.48999,576.809998,558.080017,566.900024,566.900024,11788500
249,1/29/20,575.690002,589.799988,567.429993,580.98999,580.98999,17801500
250,1/30/20,632.419983,650.880005,618,640.809998,640.809998,29005700
251,1/31/20,640,653,632.52002,650.570007,650.570007,15670600
252,2/3/20,673.690002,786.140015,673.570007,780,780,46353530
